category,runs,mean_tseq,mean_tpar,mean_speedup,median_speedup,std_speedup,iqr_speedup,mean_eff,median_eff
easy,88,3.8449563749999998,0.730227034090909,175.5331164630887,4.35393553437128,616.5645634117085,35.52786927325271,21.941639557886088,0.54424194179641
hard,88,1.7411837499999998,0.9311863068181818,2.9211490321889215,3.145956131848333,1.7913600890956989,2.962671720470488,0.3651436290236152,0.39324451648104164
med,88,4.8165935,0.8920160340909091,184.23277351073241,4.267656609498035,587.1304084021683,76.45582030421308,23.029096688841552,0.5334570761872544
