category,runs,mean_tseq,mean_tpar,mean_speedup,median_speedup,std_speedup,iqr_speedup,mean_eff,median_eff
hard,3,3.056193,1.5364593333333332,1.9913353870723256,1.9551514283027402,0.08234183141165245,0.07614603105904916,0.2489169233840407,0.24439392853784253
