mode_cache,bits,U,L,U_run,category,key,P,variant,chunk_B_or_T_or_R,t_seq_s,t_par_s,speedup,rank_found,tests_total,log_file
no_cache,23,8388608,0,8388608,easy,4194305,8,naive,,3.647341,0.005000,729.468200,4,12808,/home/and/PY2-Paralela/logs/naive_b23_easy_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,cyclic,,3.647341,0.945939,3.855789,1,4261066,/home/and/PY2-Paralela/logs/cyclic_b23_easy_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,dynamic,B=20000,3.647341,1.120003,3.256546,6,4210424,/home/and/PY2-Paralela/logs/dynamic_b23_easy_B20000_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,dynamic,B=50000,3.647341,1.059027,3.444049,4,4195215,/home/and/PY2-Paralela/logs/dynamic_b23_easy_B50000_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,dynamic,B=100000,3.647341,1.326409,2.749786,1,4702006,/home/and/PY2-Paralela/logs/dynamic_b23_easy_B100000_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,dynamic_adaptive,T=10,3.647341,0.935041,3.900728,1,4194305,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_easy_T10_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,dynamic_adaptive,T=30,3.647341,0.973375,3.747108,1,4290693,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_easy_T30_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,dynamic_adaptive,T=50,3.647341,0.961240,3.794412,3,4224104,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_easy_T50_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,permuted,R=12345,3.647341,0.072714,50.160093,0,542078,/home/and/PY2-Paralela/logs/permuted_b23_easy_R12345_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,permuted,R=54321,3.647341,0.042153,86.526250,5,385790,/home/and/PY2-Paralela/logs/permuted_b23_easy_R54321_no_cache.txt
no_cache,23,8388608,0,8388608,easy,4194305,8,permuted,R=2025,3.647341,0.086620,42.107377,5,564197,/home/and/PY2-Paralela/logs/permuted_b23_easy_R2025_no_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,naive,,4.500615,0.003216,1399.444963,5,1314,/home/and/PY2-Paralela/logs/naive_b23_med_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,cyclic,,4.500615,1.535319,2.931388,0,5089507,/home/and/PY2-Paralela/logs/cyclic_b23_med_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,dynamic,B=20000,4.500615,1.623413,2.772317,3,5244891,/home/and/PY2-Paralela/logs/dynamic_b23_med_B20000_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,dynamic,B=50000,4.500615,2.006551,2.242961,6,5356243,/home/and/PY2-Paralela/logs/dynamic_b23_med_B50000_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,dynamic,B=100000,4.500615,1.765076,2.549814,6,5116439,/home/and/PY2-Paralela/logs/dynamic_b23_med_B100000_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,dynamic_adaptive,T=10,4.500615,1.753385,2.566815,6,5242881,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_med_T10_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,dynamic_adaptive,T=30,4.500615,1.488122,3.024359,6,5242881,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_med_T30_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,dynamic_adaptive,T=50,4.500615,1.445713,3.113076,5,5305582,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_med_T50_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,permuted,R=12345,4.500615,0.014186,317.257507,0,59934,/home/and/PY2-Paralela/logs/permuted_b23_med_R12345_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,permuted,R=54321,4.500615,0.209735,21.458579,0,941123,/home/and/PY2-Paralela/logs/permuted_b23_med_R54321_with_cache.txt
with_cache,23,8388608,0,8388608,med,5242880,8,permuted,R=2025,4.500615,0.017590,255.862138,5,127109,/home/and/PY2-Paralela/logs/permuted_b23_med_R2025_with_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,naive,,5.170504,0.003644,1418.908891,5,1715,/home/and/PY2-Paralela/logs/naive_b23_med_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,cyclic,,5.170504,1.597624,3.236371,0,5107779,/home/and/PY2-Paralela/logs/cyclic_b23_med_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,dynamic,B=20000,5.170504,1.597975,3.235660,4,5218561,/home/and/PY2-Paralela/logs/dynamic_b23_med_B20000_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,dynamic,B=50000,5.170504,1.474651,3.506256,6,5250014,/home/and/PY2-Paralela/logs/dynamic_b23_med_B50000_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,dynamic,B=100000,5.170504,1.243489,4.158062,1,5036589,/home/and/PY2-Paralela/logs/dynamic_b23_med_B100000_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,dynamic_adaptive,T=10,5.170504,1.289718,4.009019,7,5259229,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_med_T10_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,dynamic_adaptive,T=30,5.170504,1.282079,4.032906,7,5273851,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_med_T30_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,dynamic_adaptive,T=50,5.170504,1.326772,3.897055,2,5302267,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_med_T50_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,permuted,R=12345,5.170504,0.011008,469.704215,0,59934,/home/and/PY2-Paralela/logs/permuted_b23_med_R12345_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,permuted,R=54321,5.170504,0.131490,39.322412,0,891971,/home/and/PY2-Paralela/logs/permuted_b23_med_R54321_no_cache.txt
no_cache,23,8388608,0,8388608,med,5242880,8,permuted,R=2025,5.170504,0.016420,314.890621,5,106629,/home/and/PY2-Paralela/logs/permuted_b23_med_R2025_no_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,naive,,1.680972,1.408610,1.193355,1,6334234,/home/and/PY2-Paralela/logs/naive_b23_hard_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,cyclic,,1.680972,0.452420,3.715512,2,1886983,/home/and/PY2-Paralela/logs/cyclic_b23_hard_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,dynamic,B=20000,1.680972,0.714973,2.351099,4,1823692,/home/and/PY2-Paralela/logs/dynamic_b23_hard_B20000_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,dynamic,B=50000,1.680972,0.486039,3.458513,2,1801993,/home/and/PY2-Paralela/logs/dynamic_b23_hard_B50000_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,dynamic,B=100000,1.680972,0.530794,3.166901,2,1874616,/home/and/PY2-Paralela/logs/dynamic_b23_hard_B100000_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,dynamic_adaptive,T=10,1.680972,0.553261,3.038298,6,1861113,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_hard_T10_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,dynamic_adaptive,T=30,1.680972,0.475929,3.531981,4,1859799,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_hard_T30_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,dynamic_adaptive,T=50,1.680972,0.487752,3.446366,2,1843395,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_hard_T50_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,permuted,R=12345,1.680972,1.965761,0.855125,,8388608,/home/and/PY2-Paralela/logs/permuted_b23_hard_R12345_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,permuted,R=54321,1.680972,1.705368,0.985695,,8388608,/home/and/PY2-Paralela/logs/permuted_b23_hard_R54321_with_cache.txt
with_cache,23,8388608,0,8388608,hard,1843651,8,permuted,R=2025,1.680972,2.029568,0.828241,,8388608,/home/and/PY2-Paralela/logs/permuted_b23_hard_R2025_with_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,naive,,2.334130,1.649404,1.415135,1,6362040,/home/and/PY2-Paralela/logs/naive_b23_hard_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,cyclic,,2.334130,0.355235,6.570664,2,1798606,/home/and/PY2-Paralela/logs/cyclic_b23_hard_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,dynamic,B=20000,2.334130,0.421384,5.539199,5,1814463,/home/and/PY2-Paralela/logs/dynamic_b23_hard_B20000_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,dynamic,B=50000,2.334130,0.558366,4.180287,4,2006930,/home/and/PY2-Paralela/logs/dynamic_b23_hard_B50000_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,dynamic,B=100000,2.334130,0.795079,2.935721,2,1894596,/home/and/PY2-Paralela/logs/dynamic_b23_hard_B100000_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,dynamic_adaptive,T=10,2.334130,0.660689,3.532873,5,1847988,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_hard_T10_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,dynamic_adaptive,T=30,2.334130,0.525647,4.440490,5,1921393,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_hard_T30_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,dynamic_adaptive,T=50,2.334130,0.559523,4.171643,1,1929148,/home/and/PY2-Paralela/logs/dynamic_adaptive_b23_hard_T50_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,permuted,R=12345,2.334130,2.085456,1.119242,,8388608,/home/and/PY2-Paralela/logs/permuted_b23_hard_R12345_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,permuted,R=54321,2.334130,1.978342,1.179842,,8388608,/home/and/PY2-Paralela/logs/permuted_b23_hard_R54321_no_cache.txt
no_cache,23,8388608,0,8388608,hard,1843651,8,permuted,R=2025,2.334130,2.171500,1.074893,,8388608,/home/and/PY2-Paralela/logs/permuted_b23_hard_R2025_no_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,naive,,9.654798,0.003093,3121.499515,4,5436,/home/and/PY2-Paralela/logs/naive_b24_easy_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,cyclic,,9.654798,2.132163,4.528171,0,8466607,/home/and/PY2-Paralela/logs/cyclic_b24_easy_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,dynamic,B=20000,9.654798,2.998072,3.220336,7,8477446,/home/and/PY2-Paralela/logs/dynamic_b24_easy_B20000_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,dynamic,B=50000,9.654798,2.935579,3.288891,2,8368445,/home/and/PY2-Paralela/logs/dynamic_b24_easy_B50000_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,dynamic,B=100000,9.654798,3.175837,3.040080,7,8826795,/home/and/PY2-Paralela/logs/dynamic_b24_easy_B100000_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,dynamic_adaptive,T=10,9.654798,2.491658,3.874849,3,8394140,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_easy_T10_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,dynamic_adaptive,T=30,9.654798,2.392001,4.036285,4,8388765,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_easy_T30_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,dynamic_adaptive,T=50,9.654798,2.238233,4.313580,3,8485017,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_easy_T50_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,permuted,R=12345,9.654798,0.360985,26.745704,4,415725,/home/and/PY2-Paralela/logs/permuted_b24_easy_R12345_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,permuted,R=54321,9.654798,0.517680,18.650127,1,2635055,/home/and/PY2-Paralela/logs/permuted_b24_easy_R54321_with_cache.txt
with_cache,24,16777216,0,16777216,easy,8388609,8,permuted,R=2025,9.654798,0.021298,453.319467,1,188552,/home/and/PY2-Paralela/logs/permuted_b24_easy_R2025_with_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,naive,,7.996795,0.001983,4032.675240,4,260,/home/and/PY2-Paralela/logs/naive_b24_easy_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,cyclic,,7.996795,2.096539,3.814284,0,8398172,/home/and/PY2-Paralela/logs/cyclic_b24_easy_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,dynamic,B=20000,7.996795,2.579231,3.100457,6,8406839,/home/and/PY2-Paralela/logs/dynamic_b24_easy_B20000_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,dynamic,B=50000,7.996795,2.148443,3.722135,1,8381139,/home/and/PY2-Paralela/logs/dynamic_b24_easy_B50000_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,dynamic,B=100000,7.996795,2.847524,2.808333,2,8541747,/home/and/PY2-Paralela/logs/dynamic_b24_easy_B100000_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,dynamic_adaptive,T=10,7.996795,2.669858,2.995214,1,8402762,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_easy_T10_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,dynamic_adaptive,T=30,7.996795,2.565952,3.116502,2,8452606,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_easy_T30_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,dynamic_adaptive,T=50,7.996795,2.497476,3.201951,5,8444168,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_easy_T50_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,permuted,R=12345,7.996795,0.079973,99.993685,4,493549,/home/and/PY2-Paralela/logs/permuted_b24_easy_R12345_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,permuted,R=54321,7.996795,0.536539,14.904406,1,2479407,/home/and/PY2-Paralela/logs/permuted_b24_easy_R54321_no_cache.txt
no_cache,24,16777216,0,16777216,easy,8388609,8,permuted,R=2025,7.996795,0.029290,273.021338,1,176264,/home/and/PY2-Paralela/logs/permuted_b24_easy_R2025_no_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,naive,,10.398799,0.002179,4772.280404,5,21,/home/and/PY2-Paralela/logs/naive_b24_med_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,cyclic,,10.398799,2.581192,4.028681,1,10647604,/home/and/PY2-Paralela/logs/cyclic_b24_med_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,dynamic,B=20000,10.398799,3.820140,2.722099,3,10459758,/home/and/PY2-Paralela/logs/dynamic_b24_med_B20000_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,dynamic,B=50000,10.398799,2.949417,3.525713,6,10487458,/home/and/PY2-Paralela/logs/dynamic_b24_med_B50000_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,dynamic,B=100000,10.398799,3.458090,3.007093,1,10534864,/home/and/PY2-Paralela/logs/dynamic_b24_med_B100000_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,dynamic_adaptive,T=10,10.398799,2.929060,3.550217,2,10491164,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_med_T10_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,dynamic_adaptive,T=30,10.398799,2.899270,3.586696,1,10562095,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_med_T30_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,dynamic_adaptive,T=50,10.398799,3.258043,3.191732,7,10508983,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_med_T50_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,permuted,R=12345,10.398799,0.273733,37.988839,0,1157662,/home/and/PY2-Paralela/logs/permuted_b24_med_R12345_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,permuted,R=54321,10.398799,0.022894,454.215035,4,98834,/home/and/PY2-Paralela/logs/permuted_b24_med_R54321_with_cache.txt
with_cache,24,16777216,0,16777216,med,10485760,8,permuted,R=2025,10.398799,0.254596,40.844314,5,1069189,/home/and/PY2-Paralela/logs/permuted_b24_med_R2025_with_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,naive,,9.800540,0.005807,1687.711383,5,17872,/home/and/PY2-Paralela/logs/naive_b24_med_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,cyclic,,9.800540,2.222629,4.409436,1,10324660,/home/and/PY2-Paralela/logs/cyclic_b24_med_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,dynamic,B=20000,9.800540,3.070107,3.192247,6,10461664,/home/and/PY2-Paralela/logs/dynamic_b24_med_B20000_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,dynamic,B=50000,9.800540,2.841980,3.448490,6,10481534,/home/and/PY2-Paralela/logs/dynamic_b24_med_B50000_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,dynamic,B=100000,9.800540,2.817997,3.477839,4,10599317,/home/and/PY2-Paralela/logs/dynamic_b24_med_B100000_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,dynamic_adaptive,T=10,9.800540,2.827290,3.466408,5,10500074,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_med_T10_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,dynamic_adaptive,T=30,9.800540,2.326277,4.212972,3,10504882,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_med_T30_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,dynamic_adaptive,T=50,9.800540,2.348694,4.172762,4,10516692,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_med_T50_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,permuted,R=12345,9.800540,0.183789,53.324954,0,1133086,/home/and/PY2-Paralela/logs/permuted_b24_med_R12345_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,permuted,R=54321,9.800540,0.017331,565.491893,4,115218,/home/and/PY2-Paralela/logs/permuted_b24_med_R54321_no_cache.txt
no_cache,24,16777216,0,16777216,med,10485760,8,permuted,R=2025,9.800540,0.206935,47.360476,5,1126533,/home/and/PY2-Paralela/logs/permuted_b24_med_R2025_no_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,naive,,3.332115,3.027901,1.100470,1,12701495,/home/and/PY2-Paralela/logs/naive_b24_hard_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,cyclic,,3.332115,0.827267,4.027859,6,3692706,/home/and/PY2-Paralela/logs/cyclic_b24_hard_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,dynamic,B=20000,3.332115,1.259172,2.646275,4,3671409,/home/and/PY2-Paralela/logs/dynamic_b24_hard_B20000_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,dynamic,B=50000,3.332115,0.933823,3.568251,3,3621075,/home/and/PY2-Paralela/logs/dynamic_b24_hard_B50000_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,dynamic,B=100000,3.332115,1.097485,3.036137,3,4069669,/home/and/PY2-Paralela/logs/dynamic_b24_hard_B100000_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,dynamic_adaptive,T=10,3.332115,1.041102,3.200565,4,3697971,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_hard_T10_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,dynamic_adaptive,T=30,3.332115,0.990486,3.364121,5,3758286,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_hard_T30_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,dynamic_adaptive,T=50,3.332115,0.999776,3.332862,3,3812069,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_hard_T50_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,permuted,R=12345,3.332115,3.832518,0.869432,,16777216,/home/and/PY2-Paralela/logs/permuted_b24_hard_R12345_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,permuted,R=54321,3.332115,4.074036,0.817890,,16777216,/home/and/PY2-Paralela/logs/permuted_b24_hard_R54321_with_cache.txt
with_cache,24,16777216,0,16777216,hard,3687302,8,permuted,R=2025,3.332115,3.694223,0.901980,,16777216,/home/and/PY2-Paralela/logs/permuted_b24_hard_R2025_with_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,naive,,4.135189,3.333538,1.240481,1,12773454,/home/and/PY2-Paralela/logs/naive_b24_hard_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,cyclic,,4.135189,0.812319,5.090597,6,3612776,/home/and/PY2-Paralela/logs/cyclic_b24_hard_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,dynamic,B=20000,4.135189,1.017827,4.062762,3,3691224,/home/and/PY2-Paralela/logs/dynamic_b24_hard_B20000_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,dynamic,B=50000,4.135189,0.901982,4.584558,5,3634174,/home/and/PY2-Paralela/logs/dynamic_b24_hard_B50000_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,dynamic,B=100000,4.135189,1.000076,4.134875,3,4020983,/home/and/PY2-Paralela/logs/dynamic_b24_hard_B100000_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,dynamic_adaptive,T=10,4.135189,0.898857,4.600497,5,3703004,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_hard_T10_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,dynamic_adaptive,T=30,4.135189,0.986021,4.193814,2,3687047,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_hard_T30_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,dynamic_adaptive,T=50,4.135189,1.029765,4.015663,2,3847855,/home/and/PY2-Paralela/logs/dynamic_adaptive_b24_hard_T50_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,permuted,R=12345,4.135189,4.075077,1.014751,,16777216,/home/and/PY2-Paralela/logs/permuted_b24_hard_R12345_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,permuted,R=54321,4.135189,4.506474,0.917611,,16777216,/home/and/PY2-Paralela/logs/permuted_b24_hard_R54321_no_cache.txt
no_cache,24,16777216,0,16777216,hard,3687302,8,permuted,R=2025,4.135189,3.535771,1.169530,,16777216,/home/and/PY2-Paralela/logs/permuted_b24_hard_R2025_no_cache.txt
